lat,lon
32.98621717,-96.63477117
32.986215,-96.6347715
32.98621267,-96.63476933
32.98621,-96.63477717
32.98620317,-96.63479417
32.98619117,-96.6348145
32.98618783,-96.63480217
32.98618533,-96.63478783
32.98618367,-96.63478683
32.98618167,-96.634792
32.98618133,-96.634794
32.98618067,-96.634794
32.98617933,-96.63479367
32.98617783,-96.63479267
32.98617617,-96.63478933
32.98617983,-96.63478
32.98618183,-96.63477383
32.98618117,-96.63477717
32.98618217,-96.63477583
32.9861805,-96.63477833
32.9861785,-96.634781
32.98617467,-96.63478933
32.9861725,-96.63479267
32.98617083,-96.6347955
32.98616933,-96.6347885
32.986167,-96.63478583
32.98616483,-96.6347855
32.9861225,-96.63480917
32.98611233,-96.63480783
32.986099,-96.63481183
32.98608683,-96.63482067
32.98607767,-96.634829
32.98607067,-96.63483367
32.98606217,-96.6348415
32.98605817,-96.63484667
32.98605533,-96.63484867
32.98605283,-96.63485317
32.98605,-96.63485933
32.98604883,-96.634872
32.98604533,-96.6348845
32.98604367,-96.6349055
32.98604267,-96.63493483
32.9860435,-96.6349665
32.9860455,-96.635004
32.9860475,-96.635046
32.98604983,-96.63509
32.9860525,-96.635136
32.986056,-96.63518267
32.9860595,-96.63523067
32.98606183,-96.63528017
32.98606433,-96.635329
32.98606667,-96.63537833
32.9860685,-96.6354275
32.98607033,-96.63547633
32.9860725,-96.6355235
32.98607517,-96.63557167
32.98607767,-96.6356225
32.98607983,-96.63567433
32.98608233,-96.63572633
32.986084,-96.6357755
32.98608583,-96.63582217
32.98608633,-96.63586933
32.98608767,-96.6359155
32.98608867,-96.635965
32.9860895,-96.63601317
32.98609,-96.6360585
32.98609017,-96.6361005
32.98609167,-96.6361345
32.986093,-96.636163
32.98609367,-96.636188
32.9860935,-96.6362075
32.986093,-96.63622317
32.98609267,-96.63623183
32.98609217,-96.636233
32.98609217,-96.63623117
32.98609233,-96.6362305
32.9860925,-96.63623067
32.98609267,-96.63622983
32.98609267,-96.63623
32.9860915,-96.63623033
32.9860895,-96.63623183
32.986087,-96.63623417
32.9860875,-96.63623267
32.986088,-96.63623133
32.98609,-96.63622917
32.9860915,-96.63622733
32.9860915,-96.636227
32.98609317,-96.636225
32.98609433,-96.63622417
32.98609433,-96.63622383
32.98609583,-96.63622283
32.98609717,-96.636222
32.98609633,-96.63622283
32.98609583,-96.63622317
32.98609533,-96.63622383
32.98609583,-96.636224
32.986096,-96.63622383
32.98609617,-96.63622433
32.9860965,-96.63622417
32.98609683,-96.636224
32.98609667,-96.63622433
32.9860975,-96.63622433
32.986097,-96.6362245
32.986096,-96.63622517
32.986096,-96.63622483
32.98609533,-96.636226
32.9860955,-96.63622567
32.98609483,-96.636226
32.98609483,-96.63622633
32.9860945,-96.63622683
32.98609383,-96.63622717
32.98609417,-96.636227
32.9860945,-96.63622633
32.98609517,-96.6362255
32.98609567,-96.63622483
32.986097,-96.63622383
32.98609667,-96.63622383
32.98609767,-96.636223
32.98609783,-96.63622333
32.98609717,-96.63622433
32.98609733,-96.63622467
32.9860975,-96.6362245
32.98609767,-96.6362255
32.986097,-96.63622933
32.98609683,-96.6362355
32.986097,-96.63624267
32.986097,-96.6362545
